XCoord,YCoord,XOrient,YOrient,LMotor,RMotor
0.5157813336612456,0.4523031206460015,0.4942265470005687,0.5301814544740675,0.5,0.5
0.5157500039536285,0.45234529183506406,0.4944288796930469,0.5300825074411185,1.0,0.5
0.517671615852031,0.4574372708299641,0.49217076155960154,0.5420440165445313,1.0,0.5
0.5250071452619306,0.46688220196681407,0.49491641599387576,0.5462993613385873,1.0,0.5
0.5373072111474745,0.47869331364086937,0.5021170792997828,0.5385454414504153,0.5,0.5
0.5537189612446543,0.4887698633193985,0.5021726738000445,0.5268572186012144,0.5,0.5
0.5576729443249605,0.49210082520264836,0.5028039986614246,0.5241699414292001,0.5,0.5
0.5578937120021112,0.49228787745372116,0.5032649613644481,0.5238372190815038,0.5,0.5
0.5576157522125635,0.4921289238306522,0.5028877523031308,0.5242793204349188,0.5,0.5
0.5579383306762126,0.49247245152244895,0.5042869816200364,0.521617570534618,0.5,1.0
0.5592809672807268,0.49756771368455305,0.5087628321494719,0.5308397642364766,0.5,1.0
0.563278134803955,0.5056729371545262,0.5081777093108018,0.534355973003069,0.5,0.5
0.5682063303324082,0.5102159146451285,0.49974976195732124,0.5261519926413114,0.5,0.5
0.5684359514278488,0.5107930541224786,0.4999399154260484,0.5257957561376684,0.5,1.0
0.5698883264719949,0.5134023042828384,0.5006387983351245,0.5292909062342361,0.5,1.0
0.5698356261499752,0.5204254486773708,0.5064051009575891,0.5268696680659807,0.5,1.0
0.5661329941241109,0.5300174010252708,0.507729605622668,0.5250973752874349,0.5,0.5
0.5604169439478651,0.5385957821505626,0.5080229152109815,0.5226864304041442,0.5,0.5
0.5595841050797217,0.5404487299249203,0.5063263177942022,0.5343267534668975,0.5,0.5
0.55964696347398,0.5398404880550507,0.5065192742553826,0.5346489732051292,0.5,0.5
0.5596789258036872,0.5398915661771898,0.5065508677645548,0.5344281109874744,0.5,0.5
0.5596694582063487,0.5398911910845647,0.506454930832467,0.5344514912058865,0.5,0.39166666666666666
0.5597187477424964,0.5392470993081185,0.506552586554755,0.535740216307678,0.5,0.5
0.5597876473466734,0.5398053460791425,0.5075553331023788,0.5355436120853992,0.6916666666666667,0.7916666666666666
0.557527147385282,0.5466018255037478,0.5091047918078624,0.534677708598632,0.5,0.5
0.5566272388443783,0.552339249745052,0.5094620725919865,0.5353357052981959,0.5,0.5
0.5566601689144662,0.5525746299004946,0.5097749070720133,0.5361489460666812,0.5,0.5
0.5566678757340738,0.5523550118930457,0.5095176660269936,0.5354633988577456,0.5,0.31666666666666665
0.5574244851610841,0.5498733605536342,0.5089968930475104,0.5353236579238149,0.5,0.5
0.5584718124751309,0.5464493321596611,0.5090721876902775,0.5354576989776251,0.5,0.5
0.5585269789668514,0.5457697435023495,0.5089715267194014,0.5355696283745771,0.5,0.5
0.5585330273404787,0.5458314527385464,0.5088401318953404,0.5353595159048226,0.5,0.5
0.5585315293804692,0.5458361237740386,0.5088312992723413,0.5353676122760329,0.5,0.4
0.5585546514085357,0.5452539996261605,0.5088566576008198,0.5351825368368873,0.5,0.5
0.5591497981088432,0.5434540936281994,0.5084922680479811,0.5362111366527572,0.5,0.5
0.5591311110542547,0.5434271524824243,0.5083560901961979,0.5360403397906965,0.5,0.3333333333333333
0.5591548641606914,0.5421952133048755,0.5077938725134395,0.5357137890259115,0.5,0.3333333333333333
0.561060944192772,0.538333228889983,0.5068548845387323,0.5360224487765444,0.5,0.3333333333333333
0.5642372500467788,0.5323217046372276,0.5058290953199042,0.5399334663030374,0.5,0.31666666666666665
0.5662386052446863,0.527262718495634,0.5066531048625124,0.5401204636347737,0.5,0.5
0.5661048432840668,0.5261069501121474,0.5059143126326986,0.5396607623590604,0.5,0.5
0.5661797063425956,0.5261354578769077,0.5059406922449652,0.5405315630939344,0.5,1.0
0.564661650517464,0.5296606490756415,0.505677199617971,0.5395022296600622,0.5,0.7
0.5588433306919475,0.5364493921975517,0.5060458300437027,0.5349234556527132,0.5,0.5
0.5579591624438296,0.5387800875597969,0.5061456695532954,0.5354229846719772,0.5,0.5
0.5580175076836038,0.5384041962448491,0.5061397266991561,0.5353986664487962,0.5,0.30833333333333335
0.5578785712693816,0.5369866967108582,0.5059956637620731,0.535399798900558,0.5,0.5
0.5587916272766887,0.534292535515628,0.5056893887909776,0.5358941652329453,0.5,0.5
0.5587273692846713,0.5342656505212362,0.5055705376473704,0.5355442529850658,0.5,0.5
0.558765309060169,0.5342305117081272,0.5055952676131918,0.5356371907599135,0.5,0.5
0.5587817651773893,0.5342251246381868,0.505586377711067,0.5356181140333284,0.5,0.5
0.5587109068233148,0.5342307389064294,0.5056716170975931,0.5355063605194073,0.5,0.5
0.5588124042859288,0.5342186677565004,0.5056511207410406,0.535754998745845,0.5,0.5
0.5587566041302525,0.5345305321967875,0.5060055304661923,0.5357515944651413,1.0,0.7833333333333333
0.5587690610251324,0.5421877729154196,0.5089116013088874,0.5307908706795048,1.0,1.0
0.5572767251515685,0.5602223431279936,0.5126080310089466,0.537579068577253,1.0,1.0
0.55477360029429,0.5840406768316269,0.5204559605858121,0.5369690502757122,1.0,1.0
0.5517356450446181,0.6170242644603154,0.5274394999838852,0.5374366925395428,1.0,1.0
0.5489369219744266,0.6458292092036331,0.5294139687797238,0.5361208667865824,1.0,1.0
0.5459590063759486,0.6750980173288009,0.5331281188005508,0.535864790140827,1.0,1.0
0.5430359221815793,0.7050201783335007,0.545490272426255,0.539985066923811,1.0,1.0
0.5405700448327979,0.7340730412491966,0.5507752021389936,0.5400803945329739,1.0,1.0
0.5377683203105665,0.7619156369793676,0.5559124997474391,0.537764273019408,1.0,1.0
0.5349418879494107,0.7882575246134923,0.5605207645453704,0.5401662750527245,1.0,1.0
0.5317113714469787,0.812870529810252,0.5642164826759694,0.5379472825524639,1.0,1.0
0.5289032645809401,0.8357124834969182,0.5667332505016069,0.5364682732113766,1.0,1.0
0.5250360071558335,0.8582643510356541,0.5764626481314797,0.5399424007561471,1.0,0.65
0.521851083625785,0.876579623230447,0.5805721178049992,0.5402382283908748,0.5,0.5
0.522009870635363,0.8829012515016309,0.583535615399484,0.5392866925555221,0.5,0.5
0.5226520920404658,0.8801742861256445,0.5820208133149928,0.5399603137954548,0.175,0.0
0.5219430642386222,0.8603989587067405,0.5764704380395248,0.54088944878838,0.0,0.0
0.5214715745541584,0.8291986367592623,0.5656088877223668,0.5392039028293728,0.0,0.0
0.5215247577755794,0.7901662008654504,0.5577843127580602,0.5326160880122092,0.0,0.0
0.5216796339126915,0.748120396750901,0.5524784590146394,0.5377077977374853,0.0,0.0
0.5198526557995288,0.6905121390511212,0.5425766126735531,0.5368643401347918,0.0,0.008333333333333333
0.5197315166659469,0.6455973435554259,0.537014130113966,0.5383330874950001,0.0,0.016666666666666666
0.519202927978248,0.6009537626045305,0.5304668906026634,0.5363596042782548,0.0,0.016666666666666666
0.5188828607270386,0.5579379544587911,0.518391636301804,0.5364565749218831,0.0,0.016666666666666666
0.5172785398584456,0.5159943483316104,0.5119725096955281,0.5357723909243576,0.0,0.025
0.5182118392148755,0.47652576478101144,0.4884800852791929,0.527716723006914,0.0,0.03333333333333333
0.5164480542406678,0.43862725083169757,0.4869696048871418,0.5462541063912133,0.0,0.041666666666666664
0.5156100884410639,0.4021137394034025,0.4827491870931997,0.5456063300540981,0.0,0.05
0.5139425682635673,0.3631841871481217,0.47731864614497216,0.5425403706315947,0.008333333333333333,0.5
0.5123071204448315,0.3305172551266322,0.4739087279293125,0.5413556087395014,0.5,0.5
0.5119036082664545,0.31497095982450474,0.47225897578029646,0.5368818697350286,0.5,0.5
0.5117621685828463,0.312528684711896,0.4714931835065729,0.5361750370328753,0.925,1.0
0.5105023358173196,0.32243556478090923,0.47271103269845477,0.5427118896459303,1.0,1.0
0.5088915167468205,0.34709336326897483,0.4748933726721486,0.541715336708704,1.0,1.0
0.507735646042092,0.37967597795613245,0.4830795905863356,0.5274283817044293,1.0,1.0
0.5064404638994723,0.4159465816746559,0.4889008924823236,0.5417701548396682,1.0,1.0
0.5053732201082414,0.454362439295833,0.4932022634076001,0.5431585884608909,1.0,1.0
0.5052156085724095,0.4930070354331886,0.4981026811810329,0.5270310468339675,1.0,1.0
0.5045241977466551,0.5306923656659807,0.5057663896309366,0.540240595682948,1.0,1.0
0.5044311219737606,0.567253621998874,0.51548869798744,0.5395452740607443,1.0,1.0
0.5046729840896623,0.602077317170409,0.5260176076199605,0.5397176285741028,1.0,1.0
0.5035070622546871,0.635426772274729,0.5346837863944552,0.5369279282232193,1.0,1.0
0.5039886854926449,0.6678299393463161,0.537758782958676,0.5388734397976493,1.0,1.0
0.5048666043044587,0.699573273343474,0.5412163821186619,0.5356674575564274,1.0,1.0
0.5072870421704808,0.7303239977060316,0.5499261653935009,0.5400207071815376,1.0,1.0
0.5085807354213181,0.7592370833911839,0.5548784070048017,0.5369374267842718,1.0,1.0
0.5093124369597332,0.7863368302436968,0.5589540920072291,0.5360220265563554,1.0,1.0
0.5064051007350217,0.8111159350721802,0.5596002288112495,0.5353381067012929,1.0,1.0
0.5094729689426977,0.8361281739431312,0.5692712199695832,0.5362419378176456,1.0,1.0
0.5093976597520153,0.8576694333039832,0.5768317792294917,0.5370508182995307,1.0,1.0
0.5104610296736226,0.8778790113353516,0.5831815038533651,0.5382644861755435,1.0,1.0
0.5122265724720789,0.896633691026697,0.5845875782759223,0.5386645673650342,1.0,1.0
0.5126862108644392,0.9126822937991343,0.5859734565932849,0.5386196312582144,1.0,1.0
0.5142098768474019,0.9279655827375465,0.5865225677199382,0.5371663645775153,1.0,1.0
0.5162225304708007,0.941369337429713,0.588207386683205,0.5356101544227493,1.0,1.0
0.5200381623163164,0.9529055790480603,0.5901355274765075,0.5374398524168489,1.0,1.0
0.52495377185398,0.9626635781613258,0.5910526874383524,0.537088754826403,1.0,1.0
0.5322614325794038,0.970370217935822,0.5927502734252789,0.5345559723170988,0.975,0.6583333333333333
0.5423805409123054,0.9762439452090726,0.5921437291137737,0.533769174230188,0.5,0.5
0.5442208338710168,0.9749883780436174,0.591887297419947,0.5345165502407391,0.30833333333333335,0.5
0.5625932627671637,0.9878419346750237,0.18462587439100556,0.21893173398123422,0.15,0.5
0.5479552288142536,0.9698211607401609,0.1568417605057038,0.22512469680211994,0.2,0.35833333333333334
0.5149081857717185,0.92224460607024,0.5855453755291239,0.5379564175092736,0.16666666666666666,0.075
0.5078324384287562,0.8896712889779204,0.5793795368371168,0.5344595325520336,0.0,0.25
0.49699351104947803,0.8510575984181183,0.5746692176392012,0.5374913216827958,0.0,0.25833333333333336
0.4888576116651674,0.8113760210325789,0.562058997161114,0.5341981521071878,0.0,0.2833333333333333
0.4835998593307804,0.7697138878485329,0.5565480702912557,0.5383860766273786,0.0,0.2833333333333333
0.48066170644457423,0.7285175341240082,0.5489800467279233,0.5397693693734779,0.0,0.26666666666666666
0.4834777347648597,0.6881645658095811,0.54096955131765,0.5340265815310729,0.0,0.1
0.49265267691521375,0.6473694443138346,0.5371280764790431,0.5357409874092901,0.0,0.0
0.5064765832078957,0.6013400960266253,0.5304894530406867,0.5369193233767623,0.0,0.008333333333333333
0.5175305676164774,0.5599321805747557,0.5193351031000857,0.5366426539988169,0.0,0.041666666666666664
0.5292981746151821,0.5150861986936376,0.5081873584440856,0.5394094750387137,0.0,0.05
0.5381476532321526,0.4771145651267777,0.49481036642307885,0.5384609124456353,0.0,0.025
0.5474302688936497,0.4387587053559095,0.4922043553007412,0.5424983439163814,0.0,0.025
0.5547111940564103,0.402793410823777,0.486583169056197,0.5428684068874802,0.0,0.025
0.5603251579216549,0.367323650845018,0.484181032765888,0.5423699784427258,0.0,0.025
0.5662148252671422,0.33310011495316433,0.47182702405839405,0.536312622000796,0.0,0.03333333333333333
0.5724190818602294,0.3002589773896023,0.46611573376165205,0.5401655460846396,0.0,0.05
0.5781374648389824,0.26808358378717184,0.4631190744588027,0.5395385645957446,0.0,0.058333333333333334
0.5836670360930817,0.23677801833949624,0.4601340631388458,0.539242530680688,0.0,0.058333333333333334
0.5894301522132775,0.2074085512380481,0.45575492246798033,0.5389875638389089,0.0,0.06666666666666667
0.5951257713372812,0.18086180191541082,0.4486789223155954,0.5380654445369253,0.0,0.08333333333333333
0.6001751278353565,0.15599471464127718,0.4469484577393389,0.5303494914866678,0.0,0.08333333333333333
0.6055308475567375,0.13334045557664698,0.4384407453746915,0.5387562404772671,0.0,0.09166666666666666
0.6102629935457207,0.11244680382858668,0.4326569642967741,0.5381147483070589,0.0,0.1
0.615427500745277,0.0931182025026172,0.43240201768326547,0.5480745963452999,0.0,0.1
0.6203789488782123,0.07511354961669395,0.4275463714941019,0.5479354405798064,0.0,0.09166666666666666
0.6257295649149498,0.05879531923169333,0.4237858652088963,0.5434849291295558,0.5,0.5
0.6300958523003065,0.04560239111982831,0.4231359940101343,0.5390000481436171,0.5,0.5
0.6303629181057332,0.0447733869126207,0.4219606605913037,0.5411165203304685,0.5,0.5
0.6290419746683082,0.049463519239016436,0.4224236359945872,0.5400404172972966,0.6416666666666667,0.75
0.6242028813762454,0.06282620426981768,0.4236067080155087,0.5342954834441187,1.0,1.0
0.6153012847813448,0.09062103924951259,0.42883038507002125,0.5331532656743674,1.0,1.0
0.6051184429307839,0.12715443034533233,0.4370917279332116,0.5333390379405688,1.0,1.0
0.5945861585428079,0.16847277870114719,0.4476289164240416,0.5254750543666734,1.0,1.0
0.5835993205091725,0.2118536556765944,0.45707931413254854,0.5348584958046931,1.0,1.0
0.5732478270363894,0.2570270600308106,0.4617889255470787,0.5400648003908243,1.0,1.0
0.5644423582801656,0.3012848749328825,0.4710993557534528,0.5458810015266713,1.0,1.0
0.5548351182851541,0.3453806703881129,0.4765993720371771,0.5447973670460045,1.0,1.0
0.5444073122120701,0.388558820075918,0.48247297925139077,0.5432366466378232,1.0,1.0
0.5456099844820854,0.48957268489100336,0.43063037429475104,0.5212247190896645,1.0,1.0
0.5278889034610873,0.4724115303347512,0.4909169379540362,0.5291127564435244,1.0,1.0
0.5216225713245165,0.511817036883822,0.4976953582232429,0.5378683917566731,1.0,1.0
0.514229315248671,0.5531431681189192,0.5107487605623615,0.5343491121091017,1.0,1.0
0.5091137278656064,0.5886338873682535,0.5199034191834212,0.5364670143182492,1.0,1.0
0.5042963302391414,0.6223892649788682,0.5277962677458498,0.5349047008271536,1.0,1.0
0.5001578984456888,0.6549459706637856,0.5309728061091931,0.5354008592486762,1.0,1.0
0.4951436245258865,0.6897882874174499,0.5344454551191066,0.5429675259006552,1.0,1.0
0.4919012612915778,0.7202843393874825,0.5467553091898679,0.5391737665763774,1.0,1.0
0.48838615508090033,0.7493987380872382,0.5532777725099545,0.5394304638197028,1.0,1.0
0.4842254969727029,0.7767142280968494,0.5594888555932888,0.5395053420471703,1.0,1.0
0.4794312085128873,0.8048878424404406,0.5617374740508131,0.5375976524407633,1.0,1.0
0.475539425457163,0.8288691332595274,0.5653561085437201,0.5411399682526408,1.0,1.0
0.47137860795887526,0.8491343646104186,0.572761653880254,0.5383778894041213,1.0,1.0
0.4680768793729299,0.8683092675167077,0.5804330215496734,0.5383994293200913,1.0,1.0
0.4954091751311727,0.9081722010834711,0.9741140059946174,0.7931362730796802,1.0,1.0
0.45879618112459764,0.9036872144411312,0.5848713979244939,0.5386320554121107,1.0,1.0
0.4527440327446511,0.9196586770389494,0.5862752848961359,0.5372614105669679,1.0,1.0
0.4473640497233951,0.9335049055810749,0.5879929516233263,0.5377596425255766,1.0,1.0
0.44394039207219443,0.9449627271966331,0.589305335173233,0.5362243507108772,1.0,1.0
0.4421095777605124,0.9546604943232994,0.5909708274322013,0.5404658912175816,1.0,0.875
0.4420585762670178,0.960840352003991,0.5905493139287941,0.5346104512904616,0.5,0.5
0.44174395228057145,0.9604171750821769,0.5917313492587001,0.5359549798012299,0.0,0.11666666666666667
0.4434916870817639,0.9517647206763798,0.5861945060054193,0.5339210305545316,0.0,0.10833333333333334
0.4492850432596826,0.9233598742995464,0.5852537306172405,0.5413007365085611,0.0,0.11666666666666667
0.45620105661149335,0.8859922400189872,0.5828511895101188,0.5374207557920566,0.0,0.11666666666666667
